All Transactions Announced Date,Target/Issuer,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Percent Sought (%),Transaction Comments,"Implied Enterprise Value ($USDmm, Historical rate)","Target/Issuer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Target/Issuer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)",Consideration Offered,Target Security Types,Deal Resolution,Accounting Method,Deal Attitude,State/Region From Primary Address [Target/Issuer]
3/15/2004,"The Brace Shop Prosthetic Orthotic Centers, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR9328638,100,"Brace Shop Prosthetic Orthotic Centers, Inc. and Hanger Orthopedic Group, Inc. (NYSE: HGR) entered into an agreement, whereby Brace Shop Prosthetic Orthotic Centers, Inc. will be acquired by Hanger Orthopedic. The deal includes Brace Shop Prosthetic Orthotic Centers, Inc.'s four full-time offices in Cincinnati, Fairfield, Montgomery and Anderson, Ohio and two part-time offices in Crestview Hills, Kentucky and Lawrenceburg, Indiana. The professionals of Brace Shop will join Hanger's team. Net sales of Brace Shop during the last twelve months were approximately $5.2 million. 

David S. Sanders, Christian P. Fonss and Jay W. Freedman of Foley & Lardner LLP acted as legal advisor to Hanger Orthopedic Group Inc.while Terry J. Ravazzini, Esq. advised Brace Shop Prosthetic Orthotic Centers, Inc. in the transaction. Cors & Bassett also served as legal advisors on the deal.",-,5.2,-,547.9,8.78,Unknown,Undisclosed,"Brace Shop Prosthetic Orthotic Centers, Inc. was acquired by Hanger Orthopedic Group, Inc. on 03/15/2004.",Purchase Acquisition,Friendly,Ohio
1/27/2004,Rehab Designs of America Corporation,Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR8683037,100,"Rehab Designs of America announced that it has been acquired by Hanger Orthopedic Group, Inc. (NYSE: HGR). Net sales of Rehab Designs of America for fiscal year 2003 were approximately $16.5 million. 

David S. Sanders, Christian P. Fonss and Jay W. Freedman of Foley & Lardner LLP acted as the legal advisors to Hanger Orthopedic Group Inc. while David J. Zampa of Sidley Austin LLP was legal advisor to Rehab Designs of America in the deal.",-,16.5,-,547.9,8.78,Unknown,Undisclosed,"Rehab Designs of America was acquired by Hanger Orthopedic Group, Inc. on 01/27/2004.",Purchase Acquisition,Friendly,Missouri
1/5/2004,"Tenet Healthcare Corporation, 11 Home Health Agencies & 2 Hospices",Closed,19.1,Amedisys Inc. (NasdaqGS:AMED),Tenet Healthcare Corp. (NYSE:THC),IQTR9237851,100,"Amedisys, Inc. entered into an agreement to acquire 11 home health agencies and two hospices from Tenet Healthcare Corp., on January 5, 2004, for the reported purchase price of approximately $19 million and approximately $4.3 million from working capital liquidation over several months subsequent to closing. The agreement calls for closing to occur in three stages, with control over the first four agencies transferring effective March 1. The second group will transfer on April 1, 2004, with the final transfer effective on May 1, 2004. This transaction was valued at approximately 4-5x EBITDA. Collectively, these HHAs should add approximately $28 million of annual revenue and $6 million of annual EBITDA to Amedisys. Amedisys will incur some incremental expenses in 2004 in order to improve clinical productivity at these agencies. As a result, expect to see a modest amount of EPS accretion in 2004. Amedisys believes that it could see approximately $0.25 of incremental EPS in 2005. Tenet anticipates the sale will have minimal effect on patients and that there will be no interruption in home care or hospice service as a result of the transaction.",19.1,-,-,142.47,8.41,Cash,Asset,"Amedisys, Inc. completed the acquisition of 11 home health agencies and two hospices from Tenet Healthcare Corp., on May 1, 2004. The transaction closed in three stages. Control over the first four agencies was transferred effective March 1, 2004. The second group was transferred effective April 1, 2004, with the final transfer effective May 1, 2004. The purchase price of approximately $19.1 million was comprised of $14.2 million in cash at initial closing, with the balance paid in two equal installments on April 1, 2004 and May 1, 2004. Total transaction costs capitalized as part of the purchase price of $0.5 million. The Acquired Entities are Professional Home Health, Brookwood Home Care Services, Memorial Home Care, Spalding Regional Home Health, Tenet Home Care of Palm Beach, Tenet Home Care of Broward County, Tenet Home Care of Miami-Dade, First Community Home Care, Cypress-Fairbanks Home Health, St. Francis Home Health and Hospice, and Brookwood Health Services, Inc.",Purchase Acquisition,Friendly,-
12/23/2003,Lakeland Medical Center,Closed,-,Universal Health Services Inc. (NYSE:UHS),-,IQTR8265741,100,"Lakeland Medical Center signed an agreement with Universal Health Services, Inc. (NYSE:UHS), whereby Lakeland Medical Center would be acquired by Universal Health Services. The closing is expected to occur on or about 01/31/2004. Lakeland produces approximately $40 million of annual revenue.",-,-,-,3282.13,196.69,Unknown,Undisclosed,"The deal between Lakeland Medical Center and Universal Health Services, Inc. (NYSE:UHS) was completed on 02/02/2004.",Purchase Acquisition,Friendly,Louisiana
12/4/2003,"Advanced Prosthetic Services, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR8102461,100,"Advanced Prosthetic Services, Inc. with its two offices in Houston and Austin, Texas, was acquired by Hanger Orthopedic Group, Inc. (NYSE: HGR). In a separate but related transaction, Hanger Orthopedic Group acquired ADL Prosthetic & Orthotic Service Inc. to further solidify its presence in Central California. David S. Sanders, Christian P. Fonss and Jay W. Freedman of Foley & Lardner LLP acted as the legal advisor to Hanger Orthopedic Group Inc. in the transaction.",-,-,-,540.1,27.54,Unknown,Undisclosed,"Advanced Prosthetic Services, Inc. was acquired by Hanger Orthopedic Group, Inc. (NYSE: HGR) on 12/04/2003.",Purchase Acquisition,Friendly,Texas
12/4/2003,"ADL Prosthetic & Orthotic Service, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR8102549,100,"ADL Prosthetic & Orthotic Service, Inc. with its two offices in San Luis Obispo and Atascadero, California, was acquired by Hanger Orthopedic Group, Inc. (NYSE: HGR). In a separate but related transaction, Hanger Orthopedic Group acquired Advanced Prosthetic Services Inc to expand its facility locations in Texas. David S. Sanders, Christian P. Fonss and Jay W. Freedman of Foley & Lardner LLP were the legal advisors for Hanger Orthopedic Group Inc. while Andrew W. Hays, Esq. advised ADL Prosthetic & Orthotic Service, Inc. in the transaction.",-,-,-,540.1,27.54,Unknown,Undisclosed,"ADL Prosthetic & Orthotic Service, Inc. was acquired by Hanger Orthopedic Group, Inc. (NYSE: HGR) on 12/04/2003.",Purchase Acquisition,Friendly,California
11/3/2003,"St. Luke's Episcopal Hospital System, Home Health Services Program",Closed,-,Amedisys Inc. (NasdaqGS:AMED),St. Luke's Health System Corporation,IQTR7653164,100,"Amedisys Inc. acquired home health services program of St. Luke's Episcopal Hospital System on November 3, 2003. The financial terms of the deal were not disclosed. The acquisition is effective from 11/01/2003.",-,-,-,124.68,-1.08,Unknown,Asset,"Amedisys Inc. completed the acquisition of home health services program of St. Luke's Episcopal Hospital System on November 3, 2003.",Purchase Acquisition,Friendly,Texas
10/1/2003,"Laredo Texas Hospital Company, L.P.",Closed,-,"Community Health Systems, Inc. (NYSE:CYH)",Mercy Health,IQTR7244652,100,"Sisters of Mercy Health System, Inc. sold Mercy Health Center to Community Health Systems, Inc. (NYSE:CYH). The acquisition includes a 326-bed hospital as well as an ambulatory care center, a diagnostic center, a cancer center and several medical office buildings. As a result of the acquisition, Mercy Health Center changed its name to Laredo Medical Center.",-,-,-,2376.59,129.52,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Texas
8/31/2003,Orthomedics-Voner,Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR27570197,100,"Orthomedics-Voner was acquired by Hanger Orthopedic Group Inc. for an undisclosed amount in cash in August 2003.

David S. Sanders and Jay W. Freedman of Foley & Lardner LLP acted as the legal advisors to Hanger Orthopedic Group Inc. in the transaction while Walter E. Baca, Esq. was the legal advisor to Orthomedics-Voner.",-,-,-,534.03,26.64,Cash,Common Equity,Hanger Orthopedic Group Inc. completed the acquisition of Orthomedics-Voner in August 2003.,Purchase Acquisition,Friendly,California
8/28/2003,Pendleton Memorial Methodist Hospital,Closed,-,Universal Health Services Inc. (NYSE:UHS),-,IQTR6810762,90,"Pendleton Memorial Methodist Hospital entered into an agreement with Universal Health Services (NYSE: UHS), whereby Pendleton Memorial Methodist Hospital will be acquired by Universal Health Services. The acquisition is to occur through Pendleton Methodist Hospital, L.L.C., a subsidiary of Universal Health Services, Inc., in which Methodist Health System Foundation, Inc. will hold a 10% interest. The annual revenue of Pendleton Memorial was approximately $120 million.",-,-,-,3198.6,189.08,Unknown,Undisclosed,Pendleton Memorial Methodist Hospital was acquired by the Universal Health Services on 1/1/2004.,Purchase Acquisition,Friendly,Louisiana
8/26/2003,"Hi-School Pharmacy, 16 Pharmacy Stores",Closed,-,Walgreen Co. (NYSE:WAG),"Hi-School Pharmacy, Inc.",IQTR6732633,100,"Hi-School Pharmacy and President Steve Oliva announced an agreement to sell 16 Hi-School Pharmacy stores to Walgreen Co. (NYSE: WAG) on August 26, 2003. Eleven of the stores being sold will remain open as Hi-School Pharmacy stores while they are remodeled into Walgreens drugstores. The remodelings are expected to begin in January, with a goal of all stores completed and operating under the Walgreens name by August 2004.",-,-,-,31494.3,1146.3,Unknown,Asset,"Hi-School Pharmacy completed the sale of its 16 Pharmacy stores to Walgreen Co. (NYSE: WAG) on December 31, 2003.",Purchase Acquisition,Friendly,-
8/25/2003,"Poplar Bluff Regional Medical Center, LLC",Closed,-,Health Management Associates Inc.,Tenet Healthcare Corp. (NYSE:THC),IQTR6721682,100,"Tenet Healthcare Corporation (NYSE:THC) has announced that it has signed a definitive agreement to sell Three Rivers Healthcare to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management will also acquire four other hospitals operated by Tenet in Florida, Missouri and Tennessee regions. The four other facilities are Seven Rivers Community Hospital, Harton Regional Medical Center, University Medical Center, Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals are estimated at $550 million, which includes $515 million for property, plant and equipment from Health Management, and approximately $35 million from working capital liquidation. That figure accounts for about 70% of the total anticipated proceeds from the 14 hospitals Tenet hoped to shed. Discussions for seven are ongoing, and two are to be shuttered. The transaction is subject to the receipt of all necessary regulatory approvals. Tenet expects to use proceeds of the sale for general corporate purposes. Citigroup provided financial counsel to Tenet Healthcare Corp.",-,-,-,2313.25,273.76,Cash,Undisclosed,"Tenet Healthcare Corporation (NYSE: THC) sold Three Rivers Healthcare to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management also acquired Seven Rivers Community Hospital, Harton Regional Medical Center, University Medical Center and Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals to HMA were estimated at $550 million, which includes $515 million for property, plant and equipment at closing, and approximately $35 million from working capital liquidation over the next several months. Elkins Park Hospital was also acquired by Albert Einstein Healthcare Network from Tenet Healthcare Corporation for $14.5 million, including working capital.",Purchase Acquisition,Friendly,Missouri
8/25/2003,Seven Rivers Community Hospital,Closed,-,Health Management Associates Inc.,Tenet Healthcare Corp. (NYSE:THC),IQTR6721734,100,"Tenet Healthcare Corporation (NYSE:THC) has announced that it has signed a definitive agreement to sell Seven Rivers Community Hospital, to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management will also acquire four other hospitals operated by Tenet in Florida, Missouri and Tennessee regions. The four other facilities are Three Rivers Healthcare, Harton Regional Medical Center, University Medical Center and Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals are estimated at $550 million, which includes $515 million for property, plant and equipment from Health Management, and approximately $35 million from working capital liquidation. That figure accounts for about 70% of the total anticipated proceeds from the 14 hospitals Tenet hoped to shed. Discussions for seven are ongoing, and two are to be shuttered. The transaction is subject to the receipt of all necessary regulatory approvals. Tenet expects to use proceeds of the sale for general corporate purposes. Citigroup provided financial counsel to Tenet Healthcare Corp.",-,-,-,2313.25,273.76,Cash,Undisclosed,"Tenet Healthcare Corporation (NYSE: THC) sold Seven Rivers Community Hospital to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management also acquired Three Rivers Healthcare, Harton Regional Medical Center, University Medical Center and Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals to HMA were estimated at $550 million, which includes $515 million for property, plant and equipment at closing, and approximately $35 million from working capital liquidation over the next several months. Elkins Park Hospital was also acquired by Albert Einstein Healthcare Network from Tenet Healthcare Corporation for $14.5 million, including working capital.",Purchase Acquisition,Friendly,Florida
8/25/2003,"Tullahoma HMA, LLC",Closed,-,Health Management Associates Inc.,Tenet Healthcare Corp. (NYSE:THC),IQTR6721752,100,"Tenet Healthcare Corporation (NYSE:THC) has announced that it has signed a definitive agreement to sell Harton Regional Medical Center to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management will also acquire four other hospitals operated by Tenet in Florida, Missouri and Tennessee regions. The four other facilities are Three Rivers Healthcare, Seven Rivers Community Hospital, University Medical Center and Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals are estimated at $550 million, which includes $515 million for property, plant and equipment from Health Management, and approximately $35 million from working capital liquidation. That figure accounts for about 70% of the total anticipated proceeds from the 14 hospitals Tenet hoped to shed. Discussions for seven are ongoing, and two are to be shuttered. The transaction is subject to the receipt of all necessary regulatory approvals. Tenet expects to use proceeds of the sale for general corporate purposes. Citigroup provided financial counsel to Tenet Healthcare Corp.",-,-,-,2313.25,273.76,Cash,Undisclosed,"Tenet Healthcare Corporation (NYSE:THC) sold Harton Regional Medical Center to Health Management Associates, Inc. (NYSE: HMA). In related transactions Health Management also acquired Three Rivers Healthcare, Seven Rivers Community Hospital, University Medical Center and Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals to HMA were estimated at $550 million, which includes $515 million for property, plant and equipment at closing, and approximately $35 million from working capital liquidation over the next several months. Elkins Park Hospital was also acquired by Albert Einstein Healthcare Network for $14.5 million, including working capital.",Purchase Acquisition,Friendly,Tennessee
8/25/2003,"National Medical Hospital of Wilson County, Inc.",Closed,-,Health Management Associates Inc.,Tenet Healthcare Corp. (NYSE:THC),IQTR6721769,100,"Tenet Healthcare Corporation (NYSE:THC) has announced that it has signed a definitive agreement to sell University Medical Center to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management will also acquire four other hospitals operated by Tenet in Florida, Missouri and Tennessee regions. The four other facilities are Three Rivers Healthcare, Seven Rivers Community Hospital, Harton Regional Medical Center and Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals are estimated at $550 million, which includes $515 million for property, plant and equipment from Health Management, and approximately $35 million from working capital liquidation. That figure accounts for about 70% of the total anticipated proceeds from the 14 hospitals Tenet hoped to shed. Discussions for seven are ongoing, and two are to be shuttered. The transaction is subject to the receipt of all necessary regulatory approvals. Tenet expects to use proceeds of the sale for general corporate purposes. Citigroup provided financial counsel to Tenet Healthcare Corp.",-,-,-,2313.25,273.76,Cash,Undisclosed,"Tenet Healthcare Corporation (NYSE:THC) sold University Medical Center to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management also acquired Three Rivers Healthcare, Harton Regional Medical Center, University Medical Center and Twin Rivers Regional Medical Center. Gross proceeds to Tenet from the sale of the five hospitals to HMA were estimated at $550 million, which includes $515 million for property, plant and equipment at closing, and approximately $35 million from working capital liquidation over the next several months. Elkins Park Hospital was also acquired by Albert Einstein Healthcare Network from Tenet Healthcare Corporation  for $14.5 million, including working capital.",Purchase Acquisition,Friendly,Tennessee
8/25/2003,"Kennett HMA, LLC",Closed,-,Health Management Associates Inc.,Tenet Healthcare Corp. (NYSE:THC),IQTR6721773,100,"Tenet Healthcare Corporation (NYSE:THC) has announced that it has signed a definitive agreement to sell Twin Rivers Regional Medical Center to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management will also acquire four other hospitals operated by Tenet in Florida, Missouri and Tennessee regions. The four other facilities are Three Rivers Healthcare, Seven Rivers Community Hospital, Harton Regional Medical Center and University Medical Center. Gross proceeds to Tenet from the sale of the five hospitals are estimated at $550 million, which includes $515 million for property, plant and equipment from Health Management, and approximately $35 million from working capital liquidation. That figure accounts for about 70% of the total anticipated proceeds from the 14 hospitals Tenet hoped to shed. Discussions for seven are ongoing, and two are to be shuttered. The transaction is subject to the receipt of all necessary regulatory approvals. Tenet expects to use proceeds of the sale for general corporate purposes. Citigroup provided financial counsel to Tenet Healthcare Corp.",-,-,-,2313.25,273.76,Cash,Undisclosed,"Tenet Healthcare Corporation (NYSE: THC) sold Twin Rivers Regional Medical Center to Health Management Associates Inc. (NYSE:HMA). In related transactions Health Management also acquired Three Rivers Healthcare, Harton Regional Medical Center, University Medical Center and Seven Rivers Community Hospital. Gross proceeds to Tenet from the sale of the five hospitals to HMA were estimated at $550 million, which includes $515 million for property, plant and equipment at closing, and approximately $35 million from working capital liquidation over the next several months. Elkins Park Hospital was also acquired by Albert Einstein Healthcare Network from Tenet Healthcare Corporation for $14.5 million, including working capital.",Purchase Acquisition,Friendly,Missouri
8/25/2003,"Tenet Healthcare Corp, Five Non-Urban Hospitals",Closed,515,Health Management Associates Inc.,Tenet Healthcare Corp. (NYSE:THC),IQTR11829973,100,"Health Management Associates, Inc. (NYSE: HMA) announced that it has signed a definitive agreement to acquire five non-urban hospitals from Tenet Healthcare Corporation (NYSE: THC). The five hospitals include the Seven Rivers Community Hospital, Florida; Harton Regional Medical Center, Tennessee; University Medical Center, Lebanon, Tennessee, Three Rivers Healthcare, Missouri; and Twin Rivers Regional Medical Center, Missouri. Gross proceeds to Tenet from the sale of the five hospitals to HMA are estimated at $550 million, which includes $515 million for property, plant and equipment at closing, and approximately $35 million from working capital liquidation over the next several months. McDermott Will & Emery LLP acted as legal counsel for Tenet.",515,-,-,2313.25,273.76,Cash,Asset,"Tenet Healthcare Corporation (NYSE: THC) announced on 3rd November 2003 that it has completed the sale of five hospitals owned by Tenet subsidiaries in Florida, Missouri and Tennessee to Health Management Associates Inc.",Purchase Acquisition,Friendly,California
8/15/2003,"Advanced Bio-Mechanics, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR6667192,100,"Advanced Bio- Mechanics, Inc. was acquired by Hanger Orthopedic Group, Inc. (NYSE: HGR). In the similar transaction Hanger Orthopedic also acquired Northern Virginia Orthotics and Prosthetics, Inc. Net sales for the combined two companies for fiscal year 2002 were approximately $5.5 million. David S. Sanders, Christian P. Fonss and Jay W. Freedman of Foley & Lardner LLP acted as the legal advisors to Hanger Orthopedic Group Inc. in the transaction.",-,-,-,534.03,26.64,Unknown,Undisclosed,"Hanger Orthopedic Group, Inc. completed the acquisition of Advanced Bio- Mechanics, Inc. on August 15, 2003.",Purchase Acquisition,Friendly,California
8/15/2003,"Northern Virginia Orthotics and Prosthetics, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR6667664,100,"Northern Virginia Orthotics and Prosthetics, Inc. was acquired by Hanger Orthopedic Group, Inc. (NYSE: HGR). In the similar transaction Hanger Orthopedic also acquired Advanced Bio- Mechanics, Inc. Net sales for the combined two companies for fiscal year 2002 were approximately $5.5 million. 

David S. Sanders, Jay W. Freedman and Thomas L. James of Foley & Lardner LLP acted as the legal advisor to Hanger Orthopedic Group Inc. in the transaction.",-,-,-,534.03,26.64,Unknown,Undisclosed,"Hanger Orthopedic Group, Inc. completed the acquisition of Northern Virginia Orthotics and Prosthetics, Inc. on August 15, 2003.",Purchase Acquisition,Friendly,Virginia
8/7/2003,Metro Home Health,Closed,8.12,Amedisys Inc. (NasdaqGS:AMED),-,IQTR6564254,100,"Metro Home Health was acquired by Amedisys, Inc. for $8.14 million. The purchase price comprised of $6 million in cash at closing, $1 million in a three-year note subject to performance requirements, and 163,000 shares of Amedisys, Inc. common stock, subject to one year restriction on sales. The Company funded the transaction without recourse to external finance sources, as Cash and Cash Equivalents totaled over $12 million at June 30, 2003.",8.12,-,-,120.7,-2.25,Combinations,Common Equity,-,Purchase Acquisition,Friendly,Louisiana
7/8/2003,"Monroe HMA, LLC",Closed,40,Health Management Associates Inc.,-,IQTR6995443,100,"Health Management Associates Inc. (NYSE:HMA) entered into a definitive agreement to acquire Walton Medical Center on July 08, 2003, in a transaction reportedly valued at approximately $40 million. SunTrust Robinson Humphrey was the financial advisor for Walton Medical Center. King & Spalding LLP was legal advisor for Walton County Hospital Authority and Walton Regional Health System, Inc. on the deal.",40,-,-,2313.25,273.76,Cash,Common Equity,"Health Management Associates Inc. completed the acquisition of Walton Medical Center on September 16, 2003.",Purchase Acquisition,Friendly,Georgia
6/11/2003,"UHS-Corona, Inc.",Closed,-,Universal Health Services Inc. (NYSE:UHS),"Waukegan Illinois Hospital Company, LLC",IQTR5928383,100,"Vista Health System (NYSE: UHS) announced that it has signed an agreement with Universal Health Services, Inc. to purchase the assets of Corona Regional Medical Center. The deal also includes, 112-bed French Medical Center located in San Louis Obispo and 65-bed Arroyo Grande Community Hospital located in Arroyo Grande. The combined purchase price was approximately $120.6 million. The purchase of these hospitals will be subject to both bankruptcy and customary regulatory approvals. Closing of the transaction is expected to take place within the next nine to twelve months.

Robert J. Zimmerman, Richard F. Seiden and Edward J. Green of Foley & Lardner LLP were the legal advisors for Vista Health System while Fulbright & Jaworski, LLP was the legal advisor to Universal Health Services Inc. in the transaction.",-,-,-,3110.45,182.48,Unknown,Undisclosed,"Corona Regional Medical Center was acquired by the Universal Health Services, Inc. from Vista Health System on 1/1/2004.",Purchase Acquisition,Friendly,California
6/11/2003,"French Hospital Medical Center, Inc.",Closed,-,Universal Health Services Inc. (NYSE:UHS),"Waukegan Illinois Hospital Company, LLC",IQTR5928558,100,"Vista Health System (NYSE: UHS) announced that it has signed an agreement with Universal Health Services, Inc. to purchase the assets of French Medical Center. The deal also includes 228-bed Corona Regional Medical Center located in Corona, California and 65-bed Arroyo Grande Community Hospital located in Arroyo Grande. The purchase of these hospitals will be subject to both bankruptcy and customary regulatory approvals. Closing of the transaction is expected to take place within the next nine to twelve months.",-,-,-,3110.45,182.48,Unknown,Undisclosed,"French Medical Center was acquired by the Universal Health Services, Inc. from Vista Health System on 1/1/2004.",Purchase Acquisition,Friendly,California
6/11/2003,Arroyo Grande Community Hospital,Closed,-,Universal Health Services Inc. (NYSE:UHS),"Waukegan Illinois Hospital Company, LLC",IQTR5928657,100,"Vista Health System (NYSE: UHS) announced that it has signed an agreement with Universal Health Services, Inc. to purchase the assets of Arroyo Grande Community Hospital. The deal also includes 228-bed Corona Regional Medical Center located in Corona, California and 112-bed French Medical Center located in San Louis Obispo. The purchase of these hospitals will be subject to both bankruptcy and customary regulatory approvals. Closing of the transaction is expected to take place within the next nine to twelve months.",-,-,-,3110.45,182.48,Unknown,Undisclosed,"Arroyo Grande Community Hospital was acquired by the Universal Health Services, Inc. from Vista Health System on 1/1/2004.",Purchase Acquisition,Friendly,California
4/25/2003,"Pottstown Hospital Company, LLC",Closed,-,"Community Health Systems, Inc. (NYSE:CYH)",-,IQTR5423211,100,"Pottstown Memorial Medical Center was acquired by Community Health Systems, Inc. (NYSE: CYH).",-,-,-,2112.4,111.62,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Pennsylvania
3/20/2003,"Yakima HMA, LLC",Effective,-,Health Management Associates Inc.,Providence Health System-Washington,IQTR4881416,100,"Providence Health System announced that it has signed a definitive agreement to sell Providence Yakima Medical Center, Providence Toppenish Hospital and Providence Home Health and Hospice to Health Management Associates, Inc. (NYSE:HMA). The financial terms of the deal were not disclosed. No layoffs are anticipated as a result of the transaction and all employees will be offered a job. Employees’ current salary levels and seniority status will transfer to the new organization. McDermott Will & Emery acted as legal counsel for Health Management Associates.",-,-,-,2194.34,255.63,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Washington
3/20/2003,Providence Toppenish Hospital,Effective,-,Health Management Associates Inc.,Providence Health System-Washington,IQTR4881431,100,"Providence Health System announced that it has signed a definitive agreement to sell Providence Yakima Medical Center, Providence Toppenish Hospital and Providence Home Health and Hospice to Health Management Associates, Inc. (NYSE:HMA). The financial terms of the deal were not disclosed. No layoffs are anticipated as a result of the transaction and all employees will be offered a job. Employees’ current salary levels and seniority status will transfer to the new organization. McDermott Will & Emery acted as legal counsel for Health Management Associates.",-,-,-,2194.34,255.63,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Washington
3/20/2003,Providence Home Health and Hospice,Effective,-,Health Management Associates Inc.,Providence Health System-Washington,IQTR4881473,100,"Providence Health System announced that it has signed a definitive agreement to sell Providence Yakima Medical Center, Providence Toppenish Hospital and Providence Home Health and Hospice to Health Management Associates, Inc. (NYSE:HMA). The financial terms of the deal were not disclosed. No layoffs are anticipated as a result of the transaction and all employees will be offered a job. Employees’ current salary levels and seniority status will transfer to the new organization. McDermott Will & Emery acted as legal counsel for Health Management Associates.",-,-,-,2194.34,255.63,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Oregon
1/14/2003,"Petersburg Hospital Company, LLC",Closed,-,"Community Health Systems, Inc. (NYSE:CYH)",Hospital Authority of the City of Petersburg,IQTR6511323,100,"Hospital Authority of the City of Petersburg sold Southside Regional Medical Center to Community Health Systems, Inc. (NYSE:CYH). Included in the transaction are 408-bed Southside Regional Medical Center, several satellite clinics and two paramedical educational programs. The transaction is structured as a lease of real estate and purchase of other assets, with a commitment to construct a replacement facility, pending application for and receipt of a certificate of public need.",-,-,-,1999.08,105.26,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Virginia
12/17/2002,"Greater Chesapeake Orthopaedic Associates LLC, Orthotic and Prosthetic Operations",Closed,-,"Hanger, Inc. (NYSE:HGR)",Greater Chesapeake Orthopaedic Associates LLC,IQTR4038045,100,"Hanger Orthopedic Group, Inc. (NYSE: HGR) acquired the assets of the Orthotic and Prosthetic operations of Greater Chesapeake Orthopaedic Associates LLC on December 17, 2002. The terms were not disclosed. Net sales of the Orthotic and Prosthetic operations for fiscal year 2001 was approximately $1.5 million. David S. Sanders, Jay W. Freedman and Thomas L. James of Foley & Lardner LLP acted as legal advisors to Hanger Orthopedic Group, Inc. on the deal. Venable LLP acted as legal advisor to Greater Chesapeake Orthopaedic Associates LLC on the deal.",-,-,-,519.23,10.46,Unknown,Asset,"Hanger Orthopedic Group, Inc. (NYSE: HGR) completed the acquisition of the assets of the Orthotic and Prosthetic operations of Greater Chesapeake Orthopaedic Associates LLC on December 17, 2002.",Purchase Acquisition,Friendly,Maryland
12/9/2002,"McKesson Automation Inc., MedCarousel System",Closed,-,"HCA Holdings, Inc. (NYSE:HCA)",Aesynt Incorporated,IQTR3804746,100,"McKesson Automation Inc., a subsidiary of McKesson Corporation (NYSE: MCK), sold its MedCarousel medication storage and retrieval system to HCA Inc. (NYSE: HCA), for an undisclosed amount. HCA Inc. will integrate the acquired technology with its Wesley Medical Center based in Wichita, Kansas.",-,-,-,17707,993,Unknown,Asset,"McKesson Automation Inc., a subsidiary of McKesson Corporation (NYSE: MCK), completed the sale if its MedCarousel medication storage and retrieval system to HCA Inc. (NYSE: HCA), ",Purchase Acquisition,Friendly,Pennsylvania
11/25/2002,North Star Behavioral Health System,Effective,-,Universal Health Services Inc. (NYSE:UHS),-,IQTR3729973,100,"Universal Health Services, Inc. announced to Purchase North Star Behavioral Health System. The System includes the 74-bed North Star Hospital and 34-bed North Star Residential Treatment Center in Anchorage, Alaska, and a nine-bed residential treatment center in Palmer, Alaska. The terms were not disclosed.",-,-,-,2920.82,133.41,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Alaska
